EID,key,direction,time
0,t,0,1492269156620
1,h,0,1492269156792
2,t,1,1492269156916
3,i,0,1492269157026
4,h,1,1492269157150
5,s,0,1492269157275
6,i,1,1492269157384
7,s,1,1492269157572
8,SPACE,0,1492269157696
9,SPACE,1,1492269157821
10,i,0,1492269157930
11,i,1,1492269158055
12,s,0,1492269158164
13,s,1,1492269158289
14,SPACE,0,1492269158398
15,SPACE,1,1492269158632
16,a,0,1492269158742
17,a,1,1492269158866
18,SPACE,0,1492269158976
19,SPACE,1,1492269159178
20,t,0,1492269159241
21,e,0,1492269159303
22,t,1,1492269159350
23,e,1,1492269159412
24,s,0,1492269159568
25,t,0,1492269159631
26,s,1,1492269159678
27,t,1,1492269159740
28,SPACE,0,1492269159802
29,SPACE,1,1492269159865
30,t,0,1492269159912
31,t,1,1492269159974
32,o,0,1492269160036
33,o,1,1492269160099
34,SPACE,0,1492269160146
35,SPACE,1,1492269160208
36,s,0,1492269160333
37,s,1,1492269160395
38,e,0,1492269160645
39,e,1,1492269160723
40,e,0,1492269160785
41,e,1,1492269160848
42,SPACE,0,1492269160894
43,SPACE,1,1492269160957
44,i,0,1492269161019
45,i,1,1492269161082
46,f,0,1492269161128
47,f,1,1492269161191
48,SPACE,0,1492269161253
49,SPACE,1,1492269161300
50,t,0,1492269161362
51,t,1,1492269161456
52,h,0,1492269161581
53,h,1,1492269161643
54,e,0,1492269161706
55,e,1,1492269161752
56,SPACE,0,1492269161815
57,SPACE,1,1492269161877
58,w,0,1492269161955
59,w,1,1492269162049
60,o,0,1492269162096
61,o,1,1492269162158
62,r,0,1492269162782
63,r,1,1492269162876
64,d,0,1492269163016
65,s,0,1492269163141
66,d,1,1492269163203
67,s,1,1492269163266
68,SPACE,0,1492269163328
69,SPACE,1,1492269163437
70,t,0,1492269163531
71,t,1,1492269163640
72,h,0,1492269163702
73,h,1,1492269163749
74,a,0,1492269163812
75,t,0,1492269163874
76,a,1,1492269163936
77,t,1,1492269163983
78,SPACE,0,1492269164046
79,SPACE,1,1492269164108
80,i,0,1492269164826
81,i,1,1492269164904
82,SPACE,0,1492269164966
83,SPACE,1,1492269165075
84,t,0,1492269165138
85,t,1,1492269165216
86,y,0,1492269165325
87,y,1,1492269165418
88,p,0,1492269165481
89,p,1,1492269165590
90,e,0,1492269165699
91,e,1,1492269165746
92,SPACE,0,1492269165808
93,SPACE,1,1492269165871
94,a,0,1492269165933
95,a,1,1492269166027
96,r,0,1492269166198
97,e,0,1492269166261
98,r,1,1492269166323
99,e,1,1492269166386
100,SPACE,0,1492269166978
101,SPACE,1,1492269167088
102,u,0,1492269167462
103,u,1,1492269167540
104,n,0,1492269167665
105,n,1,1492269167743
106,i,0,1492269167852
107,i,1,1492269167930
108,q,0,1492269168460
109,q,1,1492269168570
110,u,0,1492269168726
111,u,1,1492269168788
112,e,0,1492269168850
113,e,1,1492269168960
114,SPACE,0,1492269169006
115,SPACE,1,1492269169100
116,t,0,1492269169147
117,t,1,1492269169256
118,o,0,1492269169318
119,o,1,1492269169365
120,SPACE,0,1492269169428
121,SPACE,1,1492269169521
122,m,0,1492269169740
123,m,1,1492269169786
124,e,0,1492269169942
125,e,1,1492269170020
126,.,0,1492269170161
127,.,1,1492269170254
128,SPACE,0,1492269170317
129,SPACE,1,1492269170442
130,t,0,1492269170988
131,h,0,1492269171081
132,t,1,1492269171128
133,h,1,1492269171190
134,e,0,1492269171253
135,r,0,1492269171315
136,r,1,1492269171393
137,e,1,1492269171456
138,e,0,1492269172064
139,e,1,1492269172158
140,SPACE,0,1492269172236
141,a,0,1492269172329
142,SPACE,1,1492269172376
143,a,1,1492269172532
144,r,0,1492269172704
145,e,0,1492269172797
146,r,1,1492269172860
147,e,1,1492269172906
148,SPACE,0,1492269172969
149,SPACE,1,1492269173031
150,t,0,1492269173390
151,t,1,1492269173484
152,o,0,1492269173562
153,o,1,1492269173624
154,BACKSPACE,0,1492269174108
155,BACKSPACE,1,1492269174201
156,w,0,1492269174326
157,w,1,1492269174420
158,o,0,1492269174482
159,o,1,1492269174560
160,SPACE,0,1492269174778
161,SPACE,1,1492269174888
162,s,0,1492269174950
163,s,1,1492269175028
164,e,0,1492269175106
165,e,1,1492269175215
166,n,0,1492269175449
167,n,1,1492269175558
168,t,0,1492269175621
169,e,0,1492269175699
170,t,1,1492269175792
171,e,1,1492269175855
172,n,0,1492269176619
173,n,1,1492269176760
174,f,0,1492269176838
175,f,1,1492269176916
176,BACKSPACE,0,1492269177399
177,BACKSPACE,1,1492269177508
178,c,0,1492269178288
179,e,0,1492269178351
180,c,1,1492269178413
181,e,1,1492269178476
182,s,0,1492269178569
